Exposure;LicAge;RecordBeg;RecordEnd;Gender;MariStat;SocioCateg;VehUsage;DrivAge;HasKmLimit;ClaimAmount;ClaimNbResp;ClaimNbNonResp;ClaimNbParking;ClaimNbFireTheft;ClaimNbWindscreen;OutUseNb;RiskArea;BonusMalus;ClaimInd;ObtLic
0.53;489;05/05/2004;16/11/2004;Male;Other;CSP60;Private;59;0;0;1;0;0;0;0;0;3;55;0;19
0.125;495;16/11/2004;NA;Male;Other;CSP60;Private;60;0;0;1;0;0;0;0;0;3;52;0;19
0.841;408;01/01/2004;04/11/2004;Male;Other;CSP60;Private;67;0;0;1;0;0;0;0;0;9;77;0;33
0.333;409;01/01/2004;01/05/2004;Female;Other;CSP50;Private+trip to office;54;0;0;0;2;0;0;0;0;7;50;0;20
0.833;356;01/01/2004;01/11/2004;Male;Other;CSP50;Private+trip to office;48;0;0;0;0;0;0;0;0;5;50;0;19
0.002;244;26/02/2004;27/02/2004;Female;Other;CSP50;Private+trip to office;40;0;0;0;1;0;0;1;0;9;76;0;20
0.095;244;27/02/2004;01/04/2004;Female;Other;CSP50;Private+trip to office;40;0;0;0;1;0;0;1;0;9;76;0;20
0.202;246;01/04/2004;14/06/2004;Female;Other;CSP50;Private+trip to office;40;0;0;0;1;0;0;1;0;9;72;0;20
0.547;248;14/06/2004;NA;Female;Other;CSP50;Private+trip to office;40;0;0;0;1;0;0;1;0;9;72;0;20
0.419;122;01/01/2004;02/06/2004;Female;Other;CSP55;Private+trip to office;35;1;0;0;1;0;0;0;0;6;60;0;25
0.482;127;02/06/2004;26/11/2004;Female;Other;CSP55;Private+trip to office;35;0;0;0;1;0;0;0;0;6;60;0;25
0.003;368;30/06/2004;01/07/2004;Male;Other;CSP50;Professional;49;0;0;1;0;0;0;1;2;9;50;0;19
0.499;369;01/07/2004;NA;Male;Other;CSP50;Professional;49;0;0;1;0;0;0;1;2;9;50;0;19
0.189;198;23/09/2004;01/12/2004;Male;Other;CSP50;Private+trip to office;35;0;0;0;0;0;0;0;0;10;57;0;19
0.083;201;01/12/2004;NA;Male;Other;CSP50;Private+trip to office;36;0;544.833534743202;0;0;0;0;0;0;10;54;1;20
0.837;359;30/01/2004;01/12/2004;Female;Other;CSP55;Private;52;0;0;0;0;0;0;0;0;10;50;0;23
0.083;370;01/12/2004;NA;Female;Other;CSP55;Private;52;0;0;0;0;0;0;0;0;10;50;0;22
0.75;52;13/02/2004;13/11/2004;Female;Alone;CSP50;Private+trip to office;30;0;0;0;1;0;0;0;0;6;80;0;26
0.133;61;13/11/2004;NA;Female;Alone;CSP50;Private+trip to office;31;0;0;0;1;0;0;0;0;6;76;0;26
0.577;161;03/06/2004;NA;Male;Other;CSP55;Private+trip to office;31;0;97.0051359516616;0;0;1;0;3;0;7;64;1;18
0.423;247;29/07/2004;NA;Male;Other;CSP55;Private;38;0;0;0;0;0;0;1;0;7;59;0;18
0.125;512;16/11/2004;NA;Male;Other;CSP60;Private;60;0;0;0;1;0;0;0;0;10;50;0;18
0.408;261;04/06/2004;01/11/2004;Female;Other;CSP50;Private+trip to office;40;0;0;1;0;0;0;0;0;10;79;0;19
0.166;266;01/11/2004;NA;Female;Other;CSP50;Private+trip to office;40;0;0;0;0;0;0;0;0;10;75;0;18
0.879;134;01/01/2004;18/11/2004;Female;Alone;CSP50;Private+trip to office;32;0;0;0;0;0;0;0;0;10;68;0;21
0.833;59;01/01/2004;01/11/2004;Female;Alone;CSP50;Private+trip to office;24;0;0;0;0;1;0;1;0;7;83;0;20
0.882;106;01/01/2004;19/11/2004;Male;Alone;CSP50;Private;27;0;3309.21480362538;0;0;0;0;0;0;10;72;1;19
0.833;188;01/01/2004;01/11/2004;Male;Other;CSP55;Professional;34;0;0;0;0;0;0;0;0;8;80;0;19
0.534;683;19/05/2004;01/12/2004;Male;Other;CSP60;Private;75;1;0;0;1;0;0;0;0;10;50;0;19
0.083;690;01/12/2004;NA;Male;Other;CSP60;Private;76;1;0;0;1;0;0;0;0;10;50;0;19
0.4;523;07/06/2004;01/11/2004;Male;Other;CSP60;Private;62;0;0;0;2;0;0;0;0;11;50;0;19
0.166;528;01/11/2004;NA;Male;Other;CSP60;Private;62;0;0;0;2;0;0;0;0;11;50;0;18
0.27;311;24/07/2004;01/11/2004;Male;Other;CSP46;Private+trip to office;44;0;0;0;0;0;0;1;0;10;50;0;19
0.166;315;01/11/2004;NA;Male;Other;CSP46;Private+trip to office;44;0;0;0;0;0;0;1;0;10;50;0;18
0.916;179;01/01/2004;01/12/2004;Female;Other;CSP50;Private+trip to office;38;0;0;0;0;0;1;2;0;11;72;0;24
0.893;246;01/01/2004;23/11/2004;Male;Other;CSP50;Private+trip to office;38;0;0;0;0;0;0;1;0;9;50;0;18
0.542;211;16/04/2004;01/11/2004;Male;Other;CSP55;Private+trip to office;37;0;0;0;0;1;0;0;0;9;50;0;20
0.166;218;01/11/2004;NA;Male;Other;CSP55;Private+trip to office;37;0;0;0;0;1;0;0;0;9;50;0;19
0.103;465;24/11/2004;NA;Female;Other;CSP50;Private;58;0;0;0;0;0;0;0;0;7;50;0;20
0.794;180;15/03/2004;NA;Male;Other;CSP50;Private+trip to office;33;0;0;0;1;0;0;0;0;7;80;0;18
0.833;463;01/01/2004;01/11/2004;Male;Other;CSP60;Private;66;0;473.973716012085;0;0;1;0;1;0;8;50;1;28
0.002;281;28/06/2004;29/06/2004;Female;Other;CSP55;Private;41;1;0;0;0;0;0;0;0;10;50;0;18
0.423;281;29/06/2004;01/12/2004;Female;Other;CSP55;Private;41;1;75.9498489425982;0;0;0;0;0;0;10;50;1;18
0.083;287;01/12/2004;NA;Female;Other;CSP55;Private;42;1;0;0;0;0;0;1;0;10;50;0;19
0.002;573;11/05/2004;12/05/2004;Male;Other;CSP60;Private;65;0;0;1;0;0;0;0;0;8;50;0;18
0.636;573;12/05/2004;NA;Male;Other;CSP60;Private;65;0;0;1;0;0;0;0;0;8;50;0;18
0.833;155;01/01/2004;01/11/2004;Male;Other;CSP50;Private+trip to office;33;0;309.525679758308;0;0;0;1;1;0;5;72;1;21
0.155;165;05/11/2004;NA;Male;Other;CSP50;Private+trip to office;34;0;0;0;0;0;1;2;0;5;68;0;21
0.155;64;05/11/2004;NA;Male;Alone;CSP50;Professional;25;0;0;1;0;1;0;0;0;8;76;0;20
0.371;244;06/02/2004;20/06/2004;Male;Other;CSP50;Professional;38;0;0;0;0;0;0;0;0;10;50;0;18
0.833;448;01/01/2004;01/11/2004;Male;Other;CSP50;Professional;55;0;2299.36223564955;1;0;0;0;0;0;11;50;1;18
0.039;459;17/12/2004;NA;Male;Other;CSP50;Professional;56;0;0;2;0;0;0;0;0;11;50;0;18
0.833;494;01/01/2004;01/11/2004;Male;Other;CSP1;Professional;59;0;0;1;1;0;0;0;3;10;50;0;18
0.916;51;01/01/2004;01/12/2004;Male;Alone;CSP50;Private+trip to office;22;0;0;0;0;0;0;0;0;6;80;0;18
0.08;179;21/02/2004;20/03/2004;Male;Other;CSP50;Private+trip to office;39;0;0;0;0;0;0;0;5;9;50;0;25
0.717;180;20/03/2004;08/12/2004;Male;Other;CSP50;Private+trip to office;39;0;0;0;0;0;0;0;5;9;50;0;24
0.064;189;08/12/2004;NA;Male;Other;CSP50;Private+trip to office;40;0;0;0;0;0;0;0;4;9;50;0;25
0.979;297;01/01/2004;24/12/2004;Female;Other;CSP50;Professional;43;0;0;1;0;0;0;0;0;10;50;0;19
0.916;502;01/01/2004;01/12/2004;Male;Other;CSP42;Professional run;62;0;0;0;0;0;1;1;0;10;50;0;21
0.416;224;01/01/2004;01/06/2004;Male;Other;CSP50;Private+trip to office;39;0;0;0;0;0;0;0;0;10;50;0;21
0.583;229;01/06/2004;NA;Male;Other;CSP50;Private+trip to office;40;0;0;0;0;0;0;0;0;10;50;0;21
0.5;354;01/01/2004;01/07/2004;Male;Other;CSP46;Professional;48;0;0;1;1;0;0;1;0;9;50;0;19
1;235;01/01/2004;NA;Male;Other;CSP50;Private+trip to office;39;0;0;1;0;0;0;1;0;11;106;0;20
0.919;58;01/01/2004;02/12/2004;Female;Alone;CSP50;Private+trip to office;22;0;0;0;2;1;0;0;0;11;80;0;18
0.25;256;01/01/2004;01/04/2004;Male;Other;CSP50;Private+trip to office;40;0;0;0;3;0;0;1;0;9;73;0;19
0.883;144;13/02/2004;NA;Male;Alone;CSP42;Professional run;37;0;0;3;2;0;0;0;0;11;119;0;25
1;158;01/01/2004;NA;Female;Other;CSP50;Private+trip to office;35;0;-515.118126888217;0;0;0;0;2;0;7;51;0;22
0.116;95;01/01/2004;13/02/2004;Male;Other;CSP50;Private+trip to office;27;0;0;0;0;0;1;1;0;9;72;0;20
0.444;96;13/02/2004;23/07/2004;Male;Other;CSP50;Private+trip to office;27;0;0;0;0;0;1;1;0;9;72;0;19
0.083;478;01/01/2004;01/02/2004;Male;Other;CSP60;Private;69;1;0;0;0;0;1;0;0;11;50;0;30
0.916;479;01/02/2004;NA;Male;Other;CSP60;Private;69;1;0;0;0;0;1;0;0;11;50;0;30
0.592;170;28/05/2004;NA;Male;Other;CSP50;Private+trip to office;34;0;0;0;0;0;0;3;0;11;68;0;20
0.663;204;02/04/2004;01/12/2004;Male;Other;CSP50;Private;51;0;0;0;0;3;0;0;0;11;55;0;34
0.083;212;01/12/2004;NA;Male;Other;CSP50;Private;52;0;0;0;0;3;0;0;0;11;52;0;35
0.005;439;10/08/2004;12/08/2004;Male;Other;CSP55;Private+trip to office;55;0;0;0;0;0;0;0;0;7;50;0;19
1;291;01/01/2004;NA;Male;Other;CSP55;Private+trip to office;43;0;0;0;0;0;0;1;0;5;50;0;19
0.083;425;01/01/2004;01/02/2004;Female;Alone;CSP60;Private;72;1;0;0;0;0;2;0;0;9;50;0;37
0.916;426;01/02/2004;NA;Female;Alone;CSP60;Private;72;1;0;0;0;0;2;0;0;9;50;0;37
0.527;554;01/01/2004;11/07/2004;Male;Other;CSP60;Private;66;0;0;2;2;0;0;1;0;7;74;0;20
0.472;560;11/07/2004;NA;Male;Other;CSP60;Private;66;0;0;2;1;0;0;1;0;7;70;0;20
0.916;679;01/01/2004;01/12/2004;Male;Other;CSP60;Private;75;1;4633.37673716012;0;0;0;0;0;0;10;50;1;19
0.402;412;06/08/2004;NA;Male;Other;CSP60;Private;73;1;0;0;0;1;0;2;0;10;50;0;39
1;570;01/01/2004;NA;Male;Other;CSP60;Private;65;0;0;0;0;0;0;0;0;5;50;0;18
1;415;01/01/2004;NA;Male;Other;CSP50;Private+trip to office;53;0;69.0453172205438;0;0;0;0;1;0;5;50;1;19
0.271;345;01/01/2004;09/04/2004;Male;Other;CSP1;Private+trip to office;47;0;0;0;0;1;1;2;0;6;50;0;19
0.728;348;09/04/2004;NA;Male;Other;CSP1;Private+trip to office;47;0;1418.61027190332;0;0;1;1;2;0;6;50;1;18
0.049;213;01/05/2004;19/05/2004;Male;Alone;CSP50;Private+trip to office;36;0;0;0;0;0;0;0;1;10;50;0;19
0.75;259;01/01/2004;01/10/2004;Male;Other;CSP55;Private+trip to office;40;0;0;0;0;0;0;0;1;6;60;0;19
1;172;01/01/2004;NA;Female;Other;CSP50;Professional;34;0;0;0;1;0;0;0;1;6;64;0;20
0.172;451;01/01/2004;03/03/2004;Female;Other;CSP55;Private+trip to office;60;0;0;0;0;0;0;1;0;5;50;0;23
0.05;518;13/12/2004;NA;Male;Other;CSP60;Private;71;0;0;0;0;0;0;0;0;11;74;0;28
0.781;405;20/02/2004;01/12/2004;Male;Other;CSP50;Private+trip to office;62;0;811.565256797583;0;0;0;0;0;0;10;50;1;29
0.083;415;01/12/2004;NA;Male;Other;CSP50;Private+trip to office;63;0;0;0;0;1;0;0;0;10;50;0;29
1;324;01/01/2004;NA;Male;Other;CSP50;Private;54;0;0;1;0;0;0;1;1;11;50;0;27
0.25;318;01/01/2004;01/04/2004;Male;Other;CSP66;Professional;46;0;0;0;1;0;0;1;3;10;64;0;20
0.749;321;01/04/2004;NA;Male;Other;CSP66;Professional;46;0;0;0;1;0;0;1;4;10;60;0;20
0.038;368;08/03/2004;22/03/2004;Male;Other;CSP50;Private+trip to office;52;0;0;0;2;0;0;0;0;10;50;0;22
0.114;368;22/03/2004;03/05/2004;Male;Other;CSP50;Private+trip to office;52;0;0;0;2;0;0;0;0;10;50;0;22
0.661;370;03/05/2004;NA;Male;Other;CSP50;Private+trip to office;52;0;0;0;2;0;0;0;0;10;50;0;22
0.058;326;10/12/2004;NA;Male;Other;CSP50;Private+trip to office;56;0;0;0;0;0;0;1;0;11;50;0;29
0.423;505;29/07/2004;NA;Male;Other;CSP60;Private;70;0;0;0;0;0;0;0;0;10;50;0;28
0.676;525;28/04/2004;NA;Male;Other;CSP60;Private;75;0;0;0;0;0;0;0;0;11;50;0;32
0.928;120;27/01/2004;NA;Male;Other;CSP55;Private+trip to office;28;0;0;1;0;0;0;1;0;5;90;0;18
0.901;372;01/01/2004;26/11/2004;Male;Other;CSP50;Private+trip to office;49;0;-745.689425981873;0;1;0;0;0;0;10;50;0;18
0.833;125;01/01/2004;01/11/2004;Male;Other;CSP55;Private+trip to office;34;0;0;0;0;0;0;1;0;9;80;0;24
0.208;326;23/06/2004;08/09/2004;Male;Alone;CSP50;Private+trip to office;48;0;0;0;0;0;0;0;0;7;50;0;21
0.314;329;08/09/2004;NA;Male;Alone;CSP50;Private+trip to office;49;0;0;0;0;0;0;0;0;7;50;0;22
0.461;348;15/06/2004;01/12/2004;Male;Other;CSP60;Private;61;0;0;1;0;0;0;1;0;7;50;0;32
0.083;354;01/12/2004;NA;Male;Other;CSP60;Private;61;0;0;1;0;0;0;1;0;7;62;0;32
0.916;86;01/01/2004;01/12/2004;Male;Other;CSP55;Private+trip to office;27;0;0;0;0;0;0;0;0;7;80;0;20
0.855;95;20/02/2004;28/12/2004;Female;Alone;CSP50;Private+trip to office;26;0;0;1;1;0;0;0;0;10;95;0;19
0.009;107;28/12/2004;NA;Female;Alone;CSP50;Private+trip to office;26;0;0;0;1;0;0;0;0;10;90;0;18
0.141;623;10/11/2004;NA;Male;Other;CSP60;Private;70;0;0;1;0;0;0;0;2;11;50;0;19
0.082;107;01/01/2004;31/01/2004;Female;Other;CSP50;Private+trip to office;29;0;0;2;0;0;0;0;0;7;90;0;21
0.058;186;10/12/2004;NA;Male;Other;CSP55;Private+trip to office;34;0;0;0;1;0;0;1;0;6;51;0;19
0.173;609;29/10/2004;NA;Male;Other;CSP55;Private+trip to office;69;0;0;2;0;0;0;0;0;8;74;0;19
0.233;335;07/10/2004;NA;Male;Other;CSP50;Private+trip to office;53;0;0;0;0;0;0;0;0;5;50;0;26
0.553;587;12/03/2004;01/10/2004;Female;Other;CSP60;Private;71;0;0;0;1;1;0;0;0;7;50;0;23
0.249;594;01/10/2004;NA;Female;Other;CSP60;Private;71;0;0;0;1;1;0;0;0;7;50;0;22
0.05;171;13/11/2004;01/12/2004;Female;Other;CSP50;Private+trip to office;32;0;0;0;0;0;0;3;1;5;72;0;18
0.083;172;01/12/2004;NA;Female;Other;CSP50;Private+trip to office;32;0;0;0;0;0;0;3;1;5;72;0;18
0.916;99;01/01/2004;01/12/2004;Male;Other;CSP50;Private+trip to office;28;0;0;0;0;0;0;0;0;5;72;0;20
0.386;205;12/08/2004;NA;Male;Other;CSP50;Private+trip to office;35;0;0;0;0;0;0;0;0;6;50;0;18
0.566;180;28/05/2004;22/12/2004;Male;Other;CSP55;Private;33;0;0;0;0;0;0;0;0;11;80;0;18
0.025;187;22/12/2004;NA;Male;Other;CSP55;Private;34;0;0;0;0;0;0;0;0;11;76;0;19
0.155;255;05/11/2004;NA;Male;Other;CSP50;Professional run;39;0;0;0;0;0;0;1;0;9;50;0;18
1;245;01/01/2004;NA;Male;Other;CSP66;Professional run;38;0;0;0;0;1;0;1;0;9;54;0;18
0.867;55;19/01/2004;01/12/2004;Female;Other;CSP50;Private+trip to office;22;0;1418.61027190332;0;1;0;1;0;0;7;80;1;18
0.083;66;01/12/2004;NA;Female;Other;CSP50;Private+trip to office;23;0;0;1;1;0;1;0;0;7;100;0;18
0.203;57;18/09/2004;01/12/2004;Female;Other;CSP50;Private+trip to office;23;0;0;0;0;0;0;1;0;6;80;0;19
0.916;544;01/01/2004;01/12/2004;Male;Other;CSP60;Private;69;0;0;0;0;0;0;0;0;9;50;0;24
0.476;284;01/01/2004;23/06/2004;Male;Other;CSP50;Private+trip to office;46;0;0;0;1;0;0;2;2;7;52;0;23
0.439;289;23/06/2004;01/12/2004;Male;Other;CSP50;Private;47;0;0;0;1;0;0;2;1;7;52;0;23
0.46;536;01/01/2004;17/06/2004;Male;Other;CSP60;Private;61;0;0;0;0;0;0;1;0;6;50;0;17
0.633;173;13/04/2004;01/12/2004;Female;Other;CSP1;Private+trip to office;33;0;0;0;0;0;0;0;0;6;64;0;19
0.678;390;27/04/2004;NA;Female;Other;CSP66;Professional run;51;0;1778.77703927492;1;0;0;1;0;0;9;50;1;19
1;375;01/01/2004;NA;Male;Other;CSP42;Professional run;50;0;1337.52326283988;1;0;0;0;0;0;7;51;1;19
0.401;192;01/01/2004;26/05/2004;Male;Other;CSP66;Professional;34;0;0;1;1;0;0;2;1;4;66;0;18
0.401;195;01/01/2004;26/05/2004;Male;Other;CSP42;Professional run;34;0;727.214501510574;0;1;0;0;2;1;4;50;1;18
0.883;116;13/02/2004;NA;Female;Other;CSP50;Private+trip to office;27;0;3413.21873111782;0;1;0;0;0;0;11;90;1;18
0.4;390;07/08/2004;NA;Male;Other;CSP50;Private+trip to office;50;0;0;0;0;0;1;0;3;6;50;0;18
0.916;199;01/01/2004;01/12/2004;Male;Other;CSP1;Professional;36;0;0;0;0;0;0;0;0;5;60;0;20
0.292;421;16/09/2004;NA;Male;Other;CSP50;Professional;58;0;1093.41389728097;2;0;0;0;1;0;11;66;1;23
1;341;01/01/2004;NA;Male;Other;CSP48;Professional;46;0;0;0;0;0;0;1;1;6;50;0;18
0.688;471;01/01/2004;09/09/2004;Male;Other;CSP50;Private+trip to office;58;0;0;0;1;0;0;0;0;11;57;0;19
0.061;501;09/09/2004;01/10/2004;Female;Other;CSP50;Private+trip to office;60;0;0;0;1;0;0;0;0;11;54;0;19
0.73;555;08/04/2004;NA;Male;Other;CSP60;Private;67;0;0;0;0;0;0;1;0;9;50;0;21
0.752;220;01/01/2004;02/10/2004;Female;Alone;CSP50;Private+trip to office;38;0;6647.33202416918;0;0;0;0;1;0;7;50;1;20
0.708;273;16/04/2004;NA;Male;Other;CSP46;Professional;40;0;1347.92719033233;0;0;0;0;0;0;6;68;1;18
1;345;01/01/2004;NA;Male;Other;CSP66;Professional;48;0;77.8468277945619;0;1;0;0;2;0;9;50;1;20
0.942;498;22/01/2004;NA;Male;Other;CSP50;Professional;59;0;762.679758308157;1;1;1;2;1;0;11;58;1;18
1;426;01/01/2004;NA;Male;Other;CSP48;Professional;54;0;0;1;2;0;0;1;0;7;52;0;19
0.217;473;13/10/2004;NA;Female;Other;CSP50;Professional;58;0;0;0;1;0;0;0;1;10;50;0;19
0.161;100;03/11/2004;NA;Female;Other;CSP50;Private;27;0;0;0;0;0;0;0;0;11;80;0;19
0.139;306;20/03/2004;10/05/2004;Female;Other;CSP55;Private;48;0;0;0;0;0;0;1;0;6;50;0;23
0.302;308;10/05/2004;29/08/2004;Female;Other;CSP55;Private+trip to office;48;0;0;0;0;0;0;1;0;6;50;0;23
0.339;311;29/08/2004;NA;Female;Other;CSP55;Private+trip to office;48;0;0;0;0;0;0;1;0;6;50;0;23
0.905;291;05/02/2004;NA;Male;Other;CSP42;Professional run;42;0;130.408459214502;1;1;0;1;1;0;6;55;1;18
0.045;614;30/09/2004;16/10/2004;Female;Other;CSP60;Private;69;0;0;0;1;0;0;1;0;5;50;0;18
0.208;615;16/10/2004;NA;Female;Other;CSP60;Private;69;0;0;0;1;0;0;1;0;5;50;0;18
1;328;01/01/2004;NA;Female;Other;CSP50;Private+trip to office;47;0;-487.016918429003;0;0;0;0;1;0;7;50;0;20
0.987;417;01/01/2004;27/12/2004;Male;Other;CSP60;Private;60;0;0;0;0;0;0;0;0;2;50;0;26
0.064;559;08/12/2004;NA;Female;Other;CSP50;Private;70;0;0;1;0;0;0;0;0;10;50;0;24
0.136;67;21/05/2004;10/07/2004;Male;Alone;CSP50;Private+trip to office;25;0;0;1;1;0;0;2;0;7;95;0;20
0.725;124;10/04/2004;NA;Male;Other;CSP50;Private+trip to office;30;0;0;0;0;0;0;2;0;7;80;0;20
0.509;100;28/06/2004;NA;Female;Other;CSP50;Private;26;0;0;0;0;0;0;1;0;8;72;0;18
1;391;01/01/2004;NA;Male;Other;CSP50;Professional;50;0;0;0;0;0;0;1;0;11;50;0;18
0.452;249;01/01/2004;14/06/2004;Male;Other;CSP50;Professional;46;0;0;2;1;0;0;1;3;11;100;0;26
0.002;254;14/06/2004;15/06/2004;Male;Other;CSP50;Professional;46;0;0;2;1;0;0;1;4;11;100;0;25
0.005;254;15/06/2004;17/06/2004;Male;Other;CSP50;Professional;46;0;0;2;1;0;0;1;4;11;100;0;25
0.539;254;17/06/2004;NA;Male;Other;CSP50;Professional;46;0;792.984290030211;2;1;0;0;1;4;11;95;1;25
0.016;297;01/01/2004;07/01/2004;Female;Other;CSP50;Private+trip to office;43;0;0;0;0;1;0;0;0;7;54;0;19
0.983;297;07/01/2004;NA;Female;Other;CSP50;Private+trip to office;43;0;0;0;0;1;0;0;0;7;54;0;19
0.655;580;05/05/2004;NA;Male;Other;CSP60;Private;66;1;102.59003021148;0;0;0;0;0;0;7;50;1;18
0.856;484;23/02/2004;NA;Male;Other;CSP1;Professional;59;0;0;0;0;0;0;2;0;5;50;0;19
0.383;322;13/04/2004;01/09/2004;Male;Other;CSP50;Private;46;0;0;1;2;0;0;0;4;10;55;0;20
0.996;252;01/01/2004;30/12/2004;Male;Other;CSP50;Private+trip to office;39;0;1440.69063444109;0;0;0;0;0;0;9;50;1;18
0.372;403;17/08/2004;NA;Male;Other;CSP55;Private;55;0;0;1;0;0;0;0;0;5;50;0;22
0.666;125;01/01/2004;01/09/2004;Male;Other;CSP50;Private+trip to office;28;1;0;0;0;0;0;1;0;10;60;0;18
0.23;478;08/10/2004;NA;Male;Other;CSP50;Professional;59;0;0;2;2;0;0;0;0;11;95;0;20
0.939;393;23/01/2004;NA;Male;Other;CSP50;Private+trip to office;51;0;0;0;0;0;0;0;0;10;50;0;19
0.077;362;05/08/2004;03/09/2004;Male;Other;CSP50;Private+trip to office;48;0;0;0;0;0;0;2;1;5;50;0;18
0.327;363;03/09/2004;NA;Male;Other;CSP50;Professional;48;0;0;0;0;0;0;2;2;5;50;0;18
0.027;245;15/07/2004;25/07/2004;Male;Alone;CSP55;Private+trip to office;40;0;0;0;2;0;0;1;0;6;52;0;20
0.572;116;05/06/2004;NA;Male;Other;CSP50;Private+trip to office;33;0;0;0;1;0;0;0;0;8;85;0;24
1;628;01/01/2004;NA;Female;Other;CSP50;Private;72;0;1418.61027190332;1;1;1;0;0;0;11;65;1;20
0.207;147;08/05/2004;23/07/2004;Male;Alone;CSP55;Private+trip to office;30;0;0;0;1;1;0;0;0;10;54;0;18
0.489;478;05/02/2004;01/08/2004;Female;Other;CSP50;Private;59;0;0;0;1;0;0;0;2;9;50;0;20
0.416;484;01/08/2004;NA;Female;Other;CSP50;Private;59;0;0;0;1;0;0;0;3;11;50;0;19
0.344;344;08/06/2004;12/10/2004;Male;Other;CSP66;Professional;69;0;0;0;1;1;0;0;0;11;50;0;41
0.219;348;12/10/2004;NA;Male;Other;CSP66;Professional;69;0;0;0;1;1;0;0;0;11;50;0;40
0.107;219;01/01/2004;10/02/2004;Male;Alone;CSP55;Professional;37;0;0;1;0;0;0;3;0;6;72;0;19
0.385;220;10/02/2004;29/06/2004;Male;Alone;CSP55;Professional;37;0;0;1;0;0;0;3;0;6;68;0;19
0.475;153;10/07/2004;NA;Male;Other;CSP50;Private;31;0;0;0;0;0;2;0;0;8;64;0;19
1;313;01/01/2004;NA;Male;Alone;CSP50;Private+trip to office;49;0;0;0;1;0;0;0;2;6;50;0;23
0.611;158;21/05/2004;NA;Female;Other;CSP1;Professional run;35;0;708.374320241692;1;0;0;0;0;0;5;97;1;22
0.25;180;01/01/2004;01/04/2004;Male;Alone;CSP50;Professional run;33;0;0;0;0;0;0;1;0;7;61;0;18
0.749;183;01/04/2004;NA;Male;Alone;CSP50;Professional run;33;0;0;0;0;0;0;1;0;7;56;0;18
0.577;146;03/06/2004;NA;Male;Other;CSP50;Private+trip to office;33;0;0;0;3;0;0;0;0;11;54;0;21
0.083;570;01/01/2004;01/02/2004;Male;Other;CSP60;Private;67;0;0;1;0;1;0;0;1;3;86;0;20
0.555;54;11/06/2004;NA;Female;Other;CSP50;Private+trip to office;34;0;3271.92326283988;0;0;0;0;0;0;7;80;1;30
1;134;01/01/2004;NA;Male;Alone;CSP50;Professional;30;0;0;0;1;0;0;0;0;8;80;0;19
0.923;403;29/01/2004;NA;Male;Other;CSP50;Private+trip to office;52;0;0;0;0;0;0;0;0;7;50;0;19
0.047;392;14/01/2004;01/02/2004;Female;Alone;CSP66;Professional;51;0;0;1;1;0;0;0;0;11;57;0;19
0.916;393;01/02/2004;NA;Female;Alone;CSP66;Professional;51;0;353.474320241692;1;1;0;0;0;0;11;57;1;19
0.751;194;31/03/2004;NA;Male;Other;CSP55;Private+trip to office;41;0;0;0;0;0;0;0;0;6;72;0;25
0.12;476;18/11/2004;NA;Male;Other;CSP50;Professional;60;0;0;1;0;0;0;1;0;5;58;0;21
0.294;362;15/09/2004;NA;Female;Other;CSP55;Private+trip to office;50;0;0;0;1;0;1;0;0;10;50;0;20
0.931;547;26/01/2004;NA;Male;Other;CSP66;Private;64;0;0;0;0;0;0;1;1;10;50;0;19
0.916;165;01/01/2004;01/12/2004;Male;Other;CSP46;Professional;34;0;0;0;1;0;0;0;0;5;68;0;21
0.467;579;13/07/2004;NA;Female;Other;CSP60;Private;73;0;0;0;0;0;0;0;0;9;50;0;25
0.128;316;15/11/2004;NA;Female;Other;CSP50;Private;57;0;0;1;0;0;0;1;0;7;50;0;31
0.764;401;26/03/2004;NA;Male;Other;CSP50;Private;51;1;0;0;0;0;1;0;0;11;51;0;18
0.192;212;22/10/2004;NA;Female;Other;CSP50;Private+trip to office;44;0;0;0;1;0;0;0;3;10;51;0;27
0.166;258;01/01/2004;01/03/2004;Male;Other;CSP50;Private+trip to office;40;0;0;0;1;0;0;1;0;5;50;0;19
0.803;545;12/03/2004;NA;Male;Other;CSP50;Private;64;0;0;0;0;0;0;0;0;5;50;0;19
0.506;459;29/06/2004;NA;Male;Other;CSP60;Private;58;0;0;2;0;0;1;0;0;7;50;0;20
0.65;452;07/05/2004;NA;Female;Other;CSP55;Private;55;0;0;0;0;0;0;1;0;10;50;0;18
0.394;148;09/08/2004;NA;Male;Other;CSP50;Private+trip to office;30;0;348.019033232628;0;1;0;0;1;0;4;56;1;18
0.196;383;01/01/2004;12/03/2004;Male;Other;CSP50;Private+trip to office;57;0;0;0;0;0;0;0;0;10;50;0;26
0.25;382;01/01/2004;01/04/2004;Female;Other;CSP1;Professional;56;0;0;0;0;0;0;1;0;4;50;0;25
0.749;385;01/04/2004;NA;Female;Other;CSP1;Professional;57;0;0;0;0;0;0;1;0;4;50;0;25
0.33;458;02/09/2004;NA;Male;Other;CSP50;Private+trip to office;56;0;0;0;0;0;1;1;0;7;50;0;18
0.784;420;19/03/2004;NA;Female;Other;CSP50;Private;54;0;0;0;1;0;0;0;0;9;50;0;19
0.083;312;01/01/2004;01/02/2004;Female;Other;CSP50;Private+trip to office;47;0;0;0;0;0;0;0;0;10;51;0;21
