"Exposure","LicAge","RecordBeg","RecordEnd","Gender","MariStat","SocioCateg","VehUsage","DrivAge","HasKmLimit","ClaimAmount","ClaimNbResp","ClaimNbNonResp","ClaimNbParking","ClaimNbFireTheft","ClaimNbWindscreen","OutUseNb","RiskArea","BonusMalus","ClaimInd"
0.916,618,2004-01-01,2004-12-01,"Male","Other","CSP60","Private",72,0,0,1,2,0,0,0,0,8,50,0
0.083,765,2004-01-01,2004-02-01,"Male","Other","CSP60","Private",81,0,0,1,1,0,0,0,0,3,50,0
0.916,766,2004-02-01,NA,"Male","Other","CSP60","Private",81,0,0,1,1,0,0,0,0,3,50,0
0.166,579,2004-01-01,2004-03-01,"Male","Other","CSP60","Private",67,0,0,0,0,1,0,0,0,6,50,0
0.833,581,2004-03-01,NA,"Male","Other","CSP60","Private",67,0,0,0,0,1,0,0,0,6,50,0
0.553,452,2004-06-12,NA,"Male","Other","CSP1","Professional",55,0,0,0,0,0,0,1,0,6,50,0
0.02,408,2004-12-24,NA,"Male","Other","CSP55","Private+trip to office",60,1,0,0,0,0,1,0,0,6,50,0
0.03,408,2004-01-01,2004-01-12,"Female","Other","CSP55","Private+trip to office",58,0,0,0,0,0,0,2,0,6,50,0
0.969,408,2004-01-12,NA,"Female","Other","CSP55","Private+trip to office",58,0,0,0,0,0,0,2,0,6,50,0
0.457,475,2004-04-09,2004-09-24,"Male","Other","CSP50","Private+trip to office",58,0,0,0,3,0,0,1,0,7,50,0
0.27,480,2004-09-24,NA,"Male","Other","CSP50","Private+trip to office",58,0,0,0,3,0,0,1,0,7,50,0
0.377,272,2004-08-13,2004-12-29,"Male","Other","CSP50","Private+trip to office",46,0,0,1,0,0,0,2,0,6,50,0
0.006,276,2004-12-29,NA,"Male","Other","CSP50","Private+trip to office",46,0,0,1,0,0,0,2,0,6,50,0
0.416,439,2004-01-01,2004-06-01,"Male","Other","CSP50","Private+trip to office",57,0,0,0,0,0,0,1,0,6,50,0
0.769,768,2004-01-01,2004-10-08,"Male","Other","CSP60","Private",83,0,0,0,0,0,0,1,0,6,50,0
0.23,777,2004-10-08,NA,"Male","Other","CSP60","Private",83,0,0,0,0,0,0,1,0,6,50,0
0.219,342,2004-10-12,NA,"Female","Other","CSP50","Private+trip to office",57,0,0,0,0,0,0,1,0,4,50,0
0.315,657,2004-01-01,2004-04-25,"Male","Other","CSP60","Private",79,0,0,0,1,0,0,1,0,6,50,0
0.684,660,2004-04-25,NA,"Male","Other","CSP60","Private",80,0,0,0,1,0,0,1,0,6,50,0
0.247,211,2004-10-02,NA,"Male","Other","CSP50","Private+trip to office",35,1,0,0,0,0,0,1,0,6,50,0
0.273,475,2004-09-23,NA,"Female","Other","CSP60","Private",63,0,0,0,0,0,0,0,0,3,50,0
0.036,377,2004-05-18,2004-06-01,"Male","Other","CSP50","Private+trip to office",57,0,0,0,0,0,0,0,0,10,50,0
0.583,378,2004-06-01,NA,"Male","Other","CSP50","Private+trip to office",57,0,0,0,0,0,0,0,0,10,50,0
0.912,504,2004-01-01,2004-11-30,"Female","Other","CSP60","Private",73,0,0,0,0,0,0,0,0,7,50,0
0.271,564,2004-01-01,2004-04-09,"Male","Other","CSP60","Private",65,0,0,0,0,0,0,0,0,9,50,0
0.728,567,2004-04-09,NA,"Male","Other","CSP60","Private",65,0,0,0,0,0,0,0,0,9,50,0
0.431,660,2004-07-26,NA,"Male","Other","CSP60","Private",73,0,0,0,0,0,0,1,0,11,50,0
0.296,322,2004-01-01,2004-04-18,"Male","Other","CSP50","Private",69,0,0,0,0,0,0,0,0,7,50,0
0.703,325,2004-04-18,NA,"Male","Other","CSP50","Private",69,0,0,0,0,0,0,0,0,7,50,0
0.847,216,2004-01-01,2004-11-06,"Female","Other","CSP50","Private+trip to office",42,0,0,0,0,0,0,0,0,7,56,0
0.744,232,2004-04-03,NA,"Female","Other","CSP50","Private+trip to office",38,0,0,0,0,0,0,0,0,11,50,0
0.228,463,2004-07-09,2004-10-01,"Male","Other","CSP60","Private",58,0,0,0,0,0,0,1,0,6,57,0
0.249,466,2004-10-01,NA,"Male","Other","CSP60","Private",59,0,0,0,0,0,0,1,0,6,54,0
0.666,444,2004-01-01,2004-09-01,"Male","Other","CSP55","Private+trip to office",58,0,0,1,1,0,0,0,0,6,50,0
0.092,524,2004-05-28,2004-07-01,"Male","Other","CSP60","Private",67,0,0,0,0,0,0,2,0,6,57,0
0.631,445,2004-05-14,NA,"Female","Other","CSP50","Private",55,0,0,0,0,1,0,1,0,5,50,0
0.038,455,2004-01-01,2004-01-15,"Male","Other","CSP21","Professional",60,0,0,0,0,0,0,0,1,6,50,0
0.841,455,2004-01-15,2004-11-18,"Male","Other","CSP60","Private",60,1,0,0,0,0,0,0,1,6,50,0
0.508,456,2004-01-01,2004-07-04,"Male","Other","CSP55","Private+trip to office",56,0,0,0,0,0,1,0,0,9,50,0
0.491,462,2004-07-04,NA,"Male","Other","CSP55","Private+trip to office",56,0,0,0,0,0,1,0,0,9,50,0
0.098,485,2004-11-26,NA,"Male","Other","CSP50","Private+trip to office",58,0,0,0,0,0,0,0,0,7,50,0
0.65,421,2004-05-07,NA,"Male","Other","CSP55","Private+trip to office",53,0,0,1,0,0,0,1,0,5,50,0
0.75,405,2004-01-01,2004-10-01,"Female","Other","CSP50","Professional",55,0,0,0,0,0,1,0,0,7,50,0
0.333,407,2004-01-01,2004-05-01,"Male","Other","CSP50","Private+trip to office",56,0,0,0,0,0,1,0,0,10,50,0
0.246,482,2004-01-01,2004-03-30,"Male","Other","CSP50","Private",62,0,0,0,1,0,0,0,0,7,50,0
0.753,484,2004-03-30,NA,"Male","Other","CSP50","Private",62,0,0,0,1,0,0,0,0,7,50,0
0.144,533,2004-11-09,NA,"Male","Other","CSP60","Private",63,0,0,0,0,0,0,0,0,10,50,0
0.333,356,2004-01-01,2004-05-01,"Male","Other","CSP6","Professional run",49,0,4241.6918429003,0,0,1,0,1,2,5,50,1
0.083,360,2004-05-01,2004-06-01,"Male","Other","CSP6","Professional run",49,0,0,1,0,1,0,1,2,5,50,0
0.155,517,2004-11-05,NA,"Male","Other","CSP55","Private+trip to office",63,0,0,0,0,0,0,1,0,5,50,0
0.666,584,2004-01-01,2004-09-01,"Male","Other","CSP60","Private",75,0,0,0,0,0,0,1,0,5,50,0
0.333,592,2004-09-01,NA,"Male","Other","CSP60","Private",76,0,0,0,0,0,0,1,0,5,50,0
0.303,624,2004-06-16,2004-10-05,"Male","Other","CSP60","Private",70,0,0,0,0,0,1,0,0,8,50,0
0.238,628,2004-10-05,NA,"Male","Other","CSP60","Private",70,0,0,0,0,0,1,0,0,8,50,0
0.049,502,2004-01-01,2004-01-19,"Male","Other","CSP60","Private",66,0,0,0,0,0,0,0,0,7,50,0
0.95,502,2004-01-19,NA,"Male","Other","CSP60","Private",66,0,0,0,0,0,0,0,0,7,50,0
0.233,295,2004-10-07,NA,"Male","Alone","CSP50","Private+trip to office",43,0,0,1,0,0,0,1,0,10,50,0
0.569,288,2004-03-06,2004-10-01,"Male","Alone","CSP50","Private+trip to office",43,0,2764.16918429003,0,0,0,0,1,0,10,51,1
0.016,295,2004-10-01,2004-10-07,"Male","Alone","CSP50","Private+trip to office",43,0,0,1,0,0,0,1,0,10,50,0
0.416,393,2004-01-01,2004-06-01,"Female","Alone","CSP1","Professional",52,0,0,0,0,0,0,0,0,11,50,0
0.583,398,2004-06-01,NA,"Female","Alone","CSP1","Professional",52,0,0,0,0,0,0,0,0,11,50,0
0.333,486,2004-01-01,2004-05-01,"Male","Other","CSP60","Private",63,0,0,1,0,0,0,0,0,7,50,0
0.505,490,2004-05-01,2004-11-03,"Male","Other","CSP60","Private",63,0,0,1,0,0,0,0,0,7,50,0
0.161,496,2004-11-03,NA,"Male","Other","CSP60","Private",63,0,0,1,0,0,0,0,0,7,50,0
0.833,402,2004-01-01,2004-11-01,"Male","Other","CSP66","Professional",51,0,1331.39637462236,1,0,0,0,0,0,11,50,1
0.461,374,2004-07-15,NA,"Female","Other","CSP1","Professional",50,0,0,0,0,0,0,1,1,11,50,0
0.633,217,2004-02-13,2004-10-01,"Male","Other","CSP50","Private+trip to office",37,0,0,0,0,0,0,1,0,10,50,0
0.249,225,2004-10-01,NA,"Male","Other","CSP50","Private+trip to office",37,0,0,0,0,0,0,1,0,10,50,0
0.75,232,2004-01-01,2004-10-01,"Female","Other","CSP50","Private+trip to office",37,0,0,0,0,0,0,0,0,7,68,0
0.249,241,2004-10-01,NA,"Female","Other","CSP50","Private+trip to office",38,0,0,0,0,0,0,0,0,7,64,0
1,769,2004-01-01,NA,"Male","Other","CSP60","Private",81,0,94.8607250755287,1,0,0,0,0,0,6,50,1
0.166,540,2004-01-01,2004-03-01,"Male","Other","CSP60","Private",64,0,0,1,0,1,0,0,0,6,50,0
0.166,439,2004-01-01,2004-03-01,"Male","Other","CSP50","Private+trip to office",55,0,0,0,0,0,0,1,0,6,52,0
0.833,441,2004-03-01,NA,"Male","Other","CSP50","Private+trip to office",55,0,0,0,0,0,0,1,0,6,50,0
0.184,393,2004-03-25,2004-06-01,"Male","Other","CSP55","Private+trip to office",51,0,0,0,0,0,0,2,0,4,50,0
0.583,396,2004-06-01,NA,"Male","Other","CSP55","Private+trip to office",52,0,0,0,0,0,0,1,0,4,50,0
0.114,643,2004-11-20,NA,"Male","Other","CSP60","Private",76,0,0,0,0,0,0,0,0,5,50,0
0.333,660,2004-01-01,2004-05-01,"Male","Other","CSP60","Private",82,1,0,0,0,1,0,0,0,4,50,0
0.666,664,2004-05-01,NA,"Male","Other","CSP60","Private",82,1,0,0,0,0,0,0,0,4,50,0
0.107,239,2004-01-01,2004-02-10,"Female","Other","CSP55","Professional",55,0,0,0,0,0,0,2,0,7,50,0
0.553,306,2004-06-12,NA,"Male","Alone","CSP21","Professional",43,0,0,0,0,0,0,1,0,7,50,0
0.316,551,2004-09-07,NA,"Male","Other","CSP60","Private",71,0,0,1,0,0,0,0,0,7,50,0
0.565,382,2004-01-01,2004-07-25,"Female","Other","CSP50","Professional",59,0,0,0,0,0,0,1,0,7,50,0
0.434,388,2004-07-25,NA,"Female","Other","CSP60","Private",60,0,0,0,0,0,0,1,0,7,50,0
0.833,357,2004-01-01,2004-11-01,"Male","Other","CSP50","Private+trip to office",49,0,0,0,1,0,0,1,0,7,50,0
0.083,654,2004-01-01,2004-02-01,"Male","Other","CSP60","Private",82,0,0,0,0,2,0,0,0,7,50,0
0.916,655,2004-02-01,NA,"Male","Other","CSP60","Private",82,0,0,0,0,2,0,0,0,7,50,0
0.348,391,2004-06-26,2004-11-01,"Male","Other","CSP50","Private+trip to office",61,0,0,0,0,0,0,0,0,7,50,0
0.166,396,2004-11-01,NA,"Male","Other","CSP50","Private+trip to office",61,0,0,0,0,0,0,0,0,7,50,0
0.326,327,2004-01-01,2004-04-29,"Male","Other","CSP55","Private+trip to office",46,0,0,0,0,0,0,0,0,7,50,0
0.673,330,2004-04-29,NA,"Male","Other","CSP55","Private+trip to office",46,0,0,0,0,0,0,0,0,7,50,0
0.251,426,2004-03-31,2004-07-01,"Female","Alone","CSP50","Private",53,0,0,0,1,0,0,1,0,10,50,0
0.499,430,2004-07-01,NA,"Female","Alone","CSP50","Private",54,0,0,0,1,0,0,1,0,10,50,0
0.539,503,2004-04-17,2004-11-01,"Male","Other","CSP60","Private",60,1,0,0,0,0,0,1,0,7,50,0
0.166,510,2004-11-01,NA,"Male","Other","CSP60","Private",60,1,0,0,0,0,0,1,0,7,50,0
0.899,528,2004-01-01,2004-11-25,"Male","Other","CSP60","Private",62,0,0,1,0,0,0,1,0,7,50,0
0.247,451,2004-06-02,2004-09-01,"Female","Other","CSP55","Private+trip to office",57,0,0,0,1,0,0,0,0,7,50,0
0.333,454,2004-09-01,NA,"Female","Other","CSP55","Private+trip to office",57,0,0,0,1,0,0,0,0,7,50,0
0.25,444,2004-01-01,2004-04-01,"Male","Other","CSP55","Private+trip to office",55,0,0,0,0,0,0,1,0,7,50,0
0.41,564,2004-01-01,2004-05-29,"Male","Other","CSP60","Private",66,1,228.968882175227,0,1,0,0,1,0,11,50,1
0.589,568,2004-05-29,NA,"Male","Other","CSP60","Private",66,1,0,1,1,0,0,1,0,11,50,0
0.5,571,2004-01-01,2004-07-01,"Male","Other","CSP60","Private",67,0,0,0,0,0,0,1,0,7,50,0
0.426,296,2004-07-28,NA,"Male","Other","CSP50","Private+trip to office",45,0,0,1,0,0,0,1,0,4,50,0
0.087,625,2004-04-30,2004-06-01,"Male","Other","CSP60","Private",73,0,0,0,0,0,0,0,0,7,50,0
0.054,463,2004-09-01,2004-09-21,"Male","Other","CSP50","Private+trip to office",57,0,0,0,1,0,0,1,0,7,50,0
0.111,463,2004-09-21,2004-11-01,"Male","Other","CSP50","Private+trip to office",57,0,0,0,1,0,0,1,0,7,50,0
0.166,465,2004-11-01,NA,"Male","Other","CSP50","Private+trip to office",57,0,0,0,1,0,0,1,0,7,50,0
0.5,371,2004-01-01,2004-07-01,"Female","Other","CSP55","Private+trip to office",54,0,0,0,0,0,0,2,0,7,50,0
0.499,377,2004-07-01,NA,"Female","Other","CSP55","Private+trip to office",54,0,0,0,0,0,0,1,0,7,50,0
0.572,203,2004-03-05,2004-10-01,"Male","Other","CSP50","Private+trip to office",36,0,0,0,0,0,0,2,0,7,60,0
0.249,210,2004-10-01,NA,"Male","Other","CSP50","Private+trip to office",37,0,0,0,0,0,0,2,0,7,57,0
0.311,276,2004-05-09,2004-09-01,"Female","Other","CSP50","Private+trip to office",42,0,4326.52567975831,0,1,0,1,0,0,7,50,1
0.169,280,2004-09-01,2004-11-02,"Female","Other","CSP50","Private+trip to office",43,0,0,1,1,0,1,0,0,7,50,0
0.356,316,2004-01-23,2004-06-01,"Male","Other","CSP50","Private+trip to office",46,0,0,0,0,1,0,0,0,10,50,0
0.583,321,2004-06-01,NA,"Male","Other","CSP50","Private+trip to office",46,0,0,0,0,1,0,0,0,10,50,0
0.416,583,2004-01-01,2004-06-01,"Male","Other","CSP60","Private",73,0,0,1,0,0,0,0,0,7,50,0
0.525,664,2004-01-22,2004-08-01,"Male","Other","CSP60","Private",76,1,0,0,0,0,0,0,0,7,50,0
0.416,671,2004-08-01,NA,"Male","Other","CSP60","Private",76,1,0,0,0,0,0,0,0,7,50,0
0.061,564,2004-06-15,2004-07-07,"Male","Other","CSP60","Private",72,0,0,0,1,1,0,0,0,7,50,0
0.483,565,2004-07-07,NA,"Male","Other","CSP60","Private",72,0,0,0,1,1,0,0,0,7,50,0
0.166,359,2004-01-01,2004-03-01,"Male","Other","CSP50","Private+trip to office",49,0,0,0,0,0,0,0,0,7,50,0
0.28,447,2004-01-01,2004-04-12,"Male","Other","CSP55","Private+trip to office",55,0,0,1,0,1,0,0,0,4,50,0
0.719,450,2004-04-12,NA,"Male","Other","CSP55","Private+trip to office",55,0,0,1,0,1,0,0,0,4,50,0
0.947,551,2004-01-20,NA,"Male","Other","CSP60","Private",82,0,0,2,0,0,0,0,0,4,50,0
0.416,308,2004-01-01,2004-06-01,"Female","Other","CSP60","Private",76,0,0,1,0,0,0,1,0,6,50,0
0.583,313,2004-06-01,NA,"Female","Other","CSP60","Private",76,0,0,1,0,0,0,1,0,6,50,0
0.244,528,2004-03-03,2004-06-01,"Male","Other","CSP60","Private",62,0,0,0,0,0,0,3,1,9,50,0
0.583,531,2004-06-01,NA,"Male","Other","CSP60","Private",62,0,0,0,0,0,0,3,1,9,50,0
0.588,301,2004-02-13,2004-09-15,"Male","Other","CSP6","Professional run",54,0,0,0,6,0,1,0,2,10,50,0
0.294,308,2004-09-15,NA,"Male","Other","CSP6","Professional run",54,0,112.25166163142,0,4,0,1,0,3,10,50,1
0.372,430,2004-02-20,2004-07-04,"Female","Alone","CSP60","Private",62,0,0,0,0,0,0,0,0,10,50,0
0.491,435,2004-07-04,NA,"Female","Alone","CSP60","Private",63,0,0,0,0,0,0,0,0,10,50,0
0.527,474,2004-01-01,2004-07-11,"Female","Other","CSP60","Private",74,1,0,0,0,0,0,0,0,6,50,0
0.653,387,2004-02-06,2004-10-01,"Male","Other","CSP50","Professional",50,0,0,0,0,0,0,1,0,5,50,0
0.249,395,2004-10-01,NA,"Male","Other","CSP50","Professional",51,0,0,0,0,0,0,1,0,5,50,0
0.74,369,2004-01-01,2004-09-28,"Male","Other","CSP55","Private",62,0,778.527190332326,0,1,0,0,1,0,10,50,1
0.858,336,2004-01-01,2004-11-10,"Male","Other","CSP50","Private+trip to office",52,0,0,0,0,0,0,0,0,8,50,0
0.852,653,2004-01-01,2004-11-08,"Male","Alone","CSP60","Private",75,0,0,0,0,0,1,0,0,11,50,0
0.41,434,2004-01-01,2004-05-29,"Male","Other","CSP1","Professional",54,0,0,0,1,0,0,2,0,10,50,0
0.057,435,2004-01-06,2004-01-27,"Male","Other","CSP60","Private",60,0,0,0,0,0,0,0,0,10,50,0
0.928,435,2004-01-27,NA,"Male","Other","CSP60","Private",60,0,1904.04833836858,0,0,0,0,0,0,10,50,1
0.05,449,2004-06-17,2004-07-05,"Male","Other","CSP47","Private+trip to office",55,0,0,0,1,0,0,0,0,7,50,0
0.125,424,2004-11-16,NA,"Female","Other","CSP60","Private",72,0,0,0,0,0,0,1,0,7,50,0
0.041,330,2004-10-05,2004-10-20,"Male","Other","CSP50","Private+trip to office",47,0,0,0,1,0,0,1,0,5,61,0
0.197,330,2004-10-20,NA,"Male","Other","CSP50","Private+trip to office",47,0,0,0,1,0,0,1,0,5,61,0
0.01,361,2004-01-01,2004-01-05,"Male","Alone","CSP50","Private+trip to office",49,0,0,0,1,0,0,0,0,7,50,0
0.241,361,2004-01-05,2004-04-02,"Male","Alone","CSP50","Private+trip to office",49,0,0,0,1,0,0,0,0,7,50,0
0.747,364,2004-04-02,NA,"Male","Alone","CSP50","Private+trip to office",50,0,0,0,1,0,0,0,0,7,50,0
0.363,430,2004-07-12,2004-11-23,"Female","Other","CSP48","Professional",58,0,0,0,0,0,0,0,0,8,50,0
0.106,434,2004-11-23,NA,"Female","Other","CSP48","Professional",58,0,0,0,0,0,0,0,0,8,50,0
0.721,294,2004-01-01,2004-09-21,"Female","Alone","CSP50","Private+trip to office",53,0,1841.31842900302,0,0,0,0,0,0,7,50,1
0.75,411,2004-01-01,2004-10-01,"Male","Other","CSP50","Private+trip to office",55,0,0,0,0,0,0,0,0,7,50,0
0.006,303,2004-12-29,NA,"Male","Other","CSP60","Private",59,0,0,0,0,0,0,1,0,5,50,0
0.546,518,2004-01-01,2004-07-18,"Female","Other","CSP60","Private",76,0,0,0,0,0,0,1,0,7,50,0
0.333,442,2004-01-01,2004-05-01,"Male","Other","CSP50","Professional",55,0,0,0,1,0,0,0,1,10,50,0
0.457,554,2004-02-03,2004-07-18,"Male","Other","CSP60","Private",65,0,0,2,0,0,0,0,0,7,50,0
0.453,559,2004-07-18,NA,"Male","Other","CSP60","Private",66,0,0,2,0,0,0,0,0,7,56,0
0.142,690,2004-08-10,2004-10-01,"Male","Other","CSP60","Private",79,1,0,0,0,1,0,0,0,10,50,0
0.249,692,2004-10-01,NA,"Male","Other","CSP60","Private",80,1,0,0,0,1,0,0,0,10,50,0
0.907,642,2004-01-01,2004-11-28,"Male","Other","CSP60","Private",72,0,0,1,0,0,0,0,1,10,50,0
0.663,462,2004-03-22,2004-11-21,"Female","Alone","CSP55","Professional",60,0,0,0,1,0,0,0,0,7,50,0
0.111,470,2004-11-21,NA,"Female","Alone","CSP55","Professional",61,0,0,0,1,0,0,0,0,7,50,0
0.021,508,2004-01-21,2004-01-29,"Male","Other","CSP60","Private",65,0,0,0,0,0,0,1,0,10,50,0
0.856,508,2004-01-29,2004-12-07,"Male","Other","CSP60","Private",65,0,102.59003021148,0,0,0,0,1,0,10,50,1
0.066,519,2004-12-07,NA,"Male","Other","CSP60","Private",66,0,0,0,0,0,0,1,0,10,50,0
0.166,439,2004-01-01,2004-03-01,"Male","Other","CSP50","Private+trip to office",54,0,0,0,0,0,0,1,0,7,50,0
0.833,441,2004-03-01,NA,"Male","Other","CSP50","Private+trip to office",55,0,0,0,0,0,0,1,0,7,50,0
0.006,541,2004-12-29,NA,"Male","Other","CSP60","Private",63,0,0,0,0,0,0,0,0,7,50,0
0.416,468,2004-01-01,2004-06-01,"Female","Other","CSP50","Private",59,0,0,0,0,0,0,1,1,3,50,0
0.083,473,2004-06-01,2004-07-01,"Female","Other","CSP50","Private",60,1,0,0,0,0,0,1,1,6,50,0
0.499,474,2004-07-01,NA,"Female","Other","CSP50","Private",60,1,0,0,0,0,0,1,1,6,50,0
0.728,495,2004-04-09,NA,"Female","Other","CSP60","Private",63,0,0,0,1,0,1,0,0,7,50,0
0.419,548,2004-06-10,2004-11-11,"Male","Other","CSP42","Professional run",63,0,0,0,1,0,1,2,0,7,50,0
0.416,696,2004-01-01,2004-06-01,"Male","Other","CSP60","Private",76,0,0,0,0,0,0,0,0,7,50,0
0.532,630,2004-01-01,2004-07-13,"Male","Other","CSP60","Private",72,0,0,0,0,0,0,0,0,7,50,0
0.467,636,2004-07-13,NA,"Male","Other","CSP60","Private",72,0,0,0,0,0,0,0,0,7,50,0
0.833,405,2004-01-01,2004-11-01,"Male","Other","CSP60","Private",56,0,0,0,0,0,0,0,0,10,50,0
0.416,309,2004-01-01,2004-06-01,"Male","Other","CSP50","Private+trip to office",44,0,0,0,0,0,0,1,0,7,50,0
0.583,314,2004-06-01,NA,"Male","Other","CSP50","Private+trip to office",44,0,0,0,0,0,0,1,0,7,50,0
0.808,450,2004-03-10,NA,"Female","Other","CSP50","Professional",60,0,370.405740181269,1,0,0,0,0,0,7,50,1
0.14,522,2004-01-01,2004-02-22,"Female","Other","CSP60","Private",64,0,0,0,0,0,0,1,0,7,50,0
0.859,523,2004-02-22,NA,"Female","Other","CSP60","Private",64,0,0,0,0,0,0,1,0,7,50,0
0.082,240,2004-01-01,2004-01-31,"Female","Alone","CSP50","Private+trip to office",38,0,0,0,1,0,0,0,0,7,50,0
0.917,240,2004-01-31,NA,"Female","Alone","CSP50","Private+trip to office",38,0,0,0,1,0,0,0,0,7,50,0
0.971,600,2004-01-01,2004-12-21,"Male","Other","CSP60","Private",68,0,0,0,0,0,0,0,0,11,50,0
0.083,332,2004-01-01,2004-02-01,"Male","Other","CSP50","Professional",46,0,0,0,1,0,0,0,0,9,50,0
0.916,333,2004-02-01,NA,"Male","Other","CSP50","Professional",46,0,0,0,1,0,0,0,0,9,50,0
0.55,173,2004-05-15,2004-12-03,"Male","Other","CSP50","Private+trip to office",32,0,0,0,2,0,0,0,0,7,68,0
0.089,364,2004-11-29,NA,"Female","Other","CSP55","Private+trip to office",52,0,0,0,0,0,0,0,0,8,50,0
0.233,426,2004-02-07,2004-05-01,"Male","Other","CSP60","Private",57,0,0,0,0,0,0,0,0,7,50,0
0.666,429,2004-05-01,NA,"Male","Other","CSP60","Private",57,0,0,0,0,0,0,0,0,7,50,0
0.08,461,2004-04-02,2004-05-01,"Male","Other","CSP48","Professional",58,0,0,0,1,0,0,2,1,5,50,0
0.666,462,2004-05-01,NA,"Male","Other","CSP48","Professional",58,0,0,0,1,0,0,2,1,5,50,0
0.173,405,2004-10-29,NA,"Female","Other","CSP50","Private+trip to office",53,0,0,0,0,0,0,0,0,10,50,0
0.474,386,2004-01-01,2004-06-22,"Male","Other","CSP55","Private+trip to office",57,0,0,0,0,0,0,1,0,6,50,0
0.525,391,2004-06-22,NA,"Male","Other","CSP55","Private+trip to office",57,0,0,0,0,0,0,1,0,6,50,0
0.341,166,2004-01-01,2004-05-04,"Male","Other","CSP50","Private+trip to office",32,0,0,0,0,0,0,0,0,7,50,0
0.049,170,2004-05-04,2004-05-22,"Male","Other","CSP50","Private+trip to office",33,0,0,0,0,0,0,0,0,7,50,0
0.609,170,2004-05-22,NA,"Male","Other","CSP50","Private+trip to office",33,0,0,0,0,0,0,0,0,7,50,0
0.039,362,2004-12-17,NA,"Male","Other","CSP50","Private+trip to office",48,0,0,0,0,1,0,0,0,7,50,0
0.416,351,2004-01-01,2004-06-01,"Male","Other","CSP50","Private+trip to office",47,0,0,0,0,1,0,0,0,7,50,0
0.543,356,2004-06-01,2004-12-17,"Male","Other","CSP50","Private+trip to office",48,0,0,0,0,1,0,0,0,7,50,0
0.106,357,2004-11-23,NA,"Female","Other","CSP50","Private+trip to office",48,0,0,0,0,0,0,0,0,7,50,0
0.5,328,2004-01-01,2004-07-01,"Female","Other","CSP6","Professional run",53,0,0,2,0,0,0,0,0,7,50,0
0.499,334,2004-07-01,NA,"Female","Other","CSP6","Professional run",53,0,0,2,0,0,0,0,0,7,60,0
0.155,302,2004-11-05,NA,"Male","Other","CSP50","Private+trip to office",43,0,0,0,0,0,0,2,0,7,50,0
0.155,279,2004-06-05,2004-08-01,"Female","Other","CSP50","Private+trip to office",51,0,0,0,0,0,0,0,0,7,50,0
0.416,281,2004-08-01,NA,"Female","Other","CSP50","Private+trip to office",51,0,0,0,0,0,0,0,0,7,50,0
0.23,319,2004-10-08,NA,"Male","Other","CSP55","Private+trip to office",45,0,0,0,0,0,0,0,0,6,50,0
0.672,490,2004-01-06,2004-09-08,"Male","Other","CSP60","Private",61,0,0,0,0,0,0,0,0,6,50,0
0.314,498,2004-09-08,NA,"Male","Other","CSP60","Private",62,0,0,0,0,0,0,0,0,6,50,0
0.256,335,2004-09-29,NA,"Male","Other","CSP55","Private+trip to office",48,0,0,1,0,0,0,0,0,8,50,0
0.359,485,2004-04-22,2004-09-01,"Female","Other","CSP50","Private",58,0,0,1,0,0,0,1,0,10,50,0
0.161,370,2004-08-03,2004-10-01,"Female","Other","CSP60","Private",69,0,0,0,0,0,0,0,0,9,50,0
0.233,502,2004-05-07,2004-08-01,"Male","Other","CSP50","Private+trip to office",62,0,0,1,0,0,0,0,0,10,92,0
0.416,505,2004-08-01,NA,"Male","Other","CSP50","Private+trip to office",62,0,0,1,0,0,0,0,0,10,87,0
0.083,587,2004-09-01,2004-10-01,"Male","Other","CSP60","Private",68,0,0,0,0,0,0,0,0,2,50,0
0.249,588,2004-10-01,NA,"Male","Other","CSP60","Private",68,0,0,0,0,0,0,0,0,2,50,0
0.617,602,2004-05-19,NA,"Male","Other","CSP60","Private",68,0,5377.20453172205,1,0,1,0,1,0,4,50,1
0.761,357,2004-01-01,2004-10-05,"Female","Alone","CSP55","Private+trip to office",47,0,2017.84350453172,0,1,0,0,0,0,6,50,1
0.238,366,2004-10-05,NA,"Female","Alone","CSP55","Private+trip to office",48,0,0,1,1,0,0,0,0,6,50,0
0.598,343,2004-02-26,2004-10-01,"Female","Other","CSP50","Private+trip to office",56,0,0,0,0,0,0,1,0,7,50,0
0.249,351,2004-10-01,NA,"Female","Other","CSP50","Private+trip to office",57,0,0,0,0,0,0,1,0,7,50,0
0.75,603,2004-01-01,2004-10-01,"Male","Other","CSP60","Private",77,0,0,0,0,0,0,0,1,6,50,0
0.728,175,2004-01-09,2004-10-01,"Male","Other","CSP6","Professional run",32,0,0,0,2,0,0,2,1,9,51,0
0.249,184,2004-10-01,NA,"Male","Other","CSP6","Professional run",33,0,0,0,1,0,0,2,2,9,50,0
0.497,391,2004-01-07,2004-07-06,"Female","Other","CSP50","Private+trip to office",51,0,0,1,0,0,0,2,0,10,50,0
0.236,397,2004-07-06,2004-10-01,"Female","Other","CSP50","Private+trip to office",51,0,0,1,0,0,0,2,0,10,50,0
0.249,400,2004-10-01,NA,"Female","Other","CSP50","Private+trip to office",51,0,0,1,0,0,0,2,0,10,50,0
0.262,182,2004-09-27,NA,"Male","Alone","CSP50","Private",34,0,0,0,2,0,0,0,0,7,76,0
0.497,208,2004-04-13,2004-10-12,"Male","Other","CSP50","Private+trip to office",35,0,0,0,3,0,0,0,0,7,50,0
